"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"ABCA3",0.397,0.612445633971992,0.4,0.61,"0.4","0.61","NS",NA
"ABCB10",0.955,0.0183734336657965,1,0.02,"1.0","0.02","NS",NA
"ABCB6",-0.264,NA,-0.3,NA,"-0.3",NA,"NS",NA
"ABHD5",0.599,0.695707527962422,0.6,0.7,"0.6","0.70","NS",NA
"ACE2",2.85,0.262450967996588,2.9,0.26,"2.9","0.26","NS",NA
"ACOT13",0.859,0.00479357961810818,0.9,0,"0.9","<0.01","NS",NA
"ACTMAP",-0.84,0.0147282676021649,-0.8,0.01,"-0.8","0.01","NS",NA
"ADAM9",0.315,0.391377485073163,0.3,0.39,"0.3","0.39","NS",NA
"ADAMTS1",1.24,3.62709090129036e-05,1.2,0,"1.2","<0.01","Up",NA
"ADD1",-0.21,0.297061841618577,-0.2,0.3,"-0.2","0.30","NS",NA
"ADGRG6",0.307,NA,0.3,NA,"0.3",NA,"NS",NA
"AGA",2.48,0.00200703062906681,2.5,0,"2.5","<0.01","Up",NA
"AHDC1",0.689,0.0264119763649111,0.7,0.03,"0.7","0.03","NS",NA
"AIFM2",-0.941,0.572710755857289,-0.9,0.57,"-0.9","0.57","NS",NA
"AIRIM",-2.69,0.000228780619266762,-2.7,0,"-2.7","<0.01","Down",NA
"AKAP7",-0.00322,0.999010527886008,0,1,"-0.0","1.00","NS",NA
"AKIRIN2",-1.51,0.00479357961810818,-1.5,0,"-1.5","<0.01","Down",NA
"ALDH18A1",1.25,0.0211248974114082,1.2,0.02,"1.2","0.02","NS",NA
"ALDH1L2",-0.26,0.302604552824067,-0.3,0.3,"-0.3","0.30","NS",NA
"ALG1",0.298,0.556732066967557,0.3,0.56,"0.3","0.56","NS",NA
"ALKBH8",5.58,0.0240726066083162,5.6,0.02,"5.6","0.02","NS",NA
"AMFR",-0.12,0.679594093607933,-0.1,0.68,"-0.1","0.68","NS",NA
"AMMECR1",6.06,8.18827096099269e-06,6.1,0,"6.1","<0.01","Up",NA
"AMOT",-0.0153,0.977740482850977,0,0.98,"-0.0","0.98","NS",NA
"AMOTL1",-0.168,0.662461462062334,-0.2,0.66,"-0.2","0.66","NS",NA
"ANAPC16",-0.539,0.120012455681868,-0.5,0.12,"-0.5","0.12","NS",NA
