"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"REACTOME pathway","R-HSA-8953854","Metabolism of RNA",615,60,11.091,1.4515,0.538,0.00185273628075378,2.73218639393759,1,0.0395883820673884,0.332600274216577,"FYTTD1,GEMIN8,DHX8,PPIG,SNRNP27,PRPF6,UTP11,DHX35,TNKS1BP1,SMU1,SRSF3,AQR,SNRNP200,UTP25,CWC15,FIP1L1,RPUSD3,RBM27,CWC22,PRP4K,PRPF8,NUP62,UTP20,SARNP,GPATCH1,DHX9,DDX23,CASC3,SYF2,DDX47,PAPOLG,ZNF830,WDR33,NOP14,BCAS2,U2SURP,PELP1,PCF11,NSRP1,TEX10,RBM25,WDR46,WDR3,TFIP11,TFB1M,BUD13,NAT10,IK,PRORP,SNW1,SENP3,CRNKL1,C2orf49,SRSF12,XAB2,SRSF9,CHERP,SRRM2,LSM3,RTRAF","25407,26044,2749,14650,30240,15860,24329,15861,19081,18247,10785,29513,30859,28440,26939,19124,28437,29243,29322,17346,17340,8066,17897,24432,24658,2750,17347,17040,19824,18682,14982,28291,25651,16821,975,30855,30134,30097,25305,25988,23244,13923,12755,17165,17037,28199,29830,5958,19958,16696,17862,15762,28772,21220,14089,10791,16930,16639,17874,23169","metabolism of rna","AQR;BCAS2;BUD13;C2orf49;CASC3;CHERP;CRNKL1;CWC15;CWC22;DDX23;DDX47;DHX35;DHX8;DHX9;FIP1L1;FYTTD1;GEMIN8;GPATCH1;IK;LSM3;NAT10;NOP14;NSRP1;NUP62;PAPOLG;PCF11;PELP1;PPIG;PRORP;PRP4K;PRPF6;PRPF8;RBM25;RBM27;RPUSD3;RTRAF;SARNP;SENP3;SMU1;SNRNP200;SNRNP27;SNW1;SRRM2;SRSF12;SRSF3;SRSF9;SYF2;TEX10;TFB1M;TFIP11;TNKS1BP1;U2SURP;UTP11;UTP20;UTP25;WDR3;WDR33;WDR46;XAB2;ZNF830",60
NA,"KEGG Pathway H.sap","path:hsa03040","Spliceosome",121,22,4.067,2.7051,1.436,1.49856896404705e-05,4.8243232660544,0.0374642241011762,0.00104067289169934,0.00874317340273642,"SRSF3,ACIN1,DHX8,CRNKL1,LSM3,U2SURP,SNW1,PRPF40B,SRSF9,PRPF8,AQR,PRPF6,SYF2,SNRNP200,CHERP,CWC15,XAB2,DDX23,SNRNP27,PRPF40A,RBM25,BCAS2","10785,17066,2749,15762,17874,30855,16696,25031,10791,17340,29513,15860,19824,30859,16930,26939,14089,17347,30240,16463,23244,975","spliceosome","ACIN1;AQR;BCAS2;CHERP;CRNKL1;CWC15;DDX23;DHX8;LSM3;PRPF40A;PRPF40B;PRPF6;PRPF8;RBM25;SNRNP200;SNRNP27;SNW1;SRSF3;SRSF9;SYF2;U2SURP;XAB2",22
NA,"REACTOME pathway","R-HSA-4839726","Chromatin organization",147,21,3.882,2.1254,1.088,0.000779819992528746,3.10800563483973,1,0.0234885539918297,0.197338185868145,"SS18,KDM4D,SUV39H2,NCOR2,PRDM16,DNMT3A,SETD2,BCL11B,VPS72,ATXN7L3,MSL1,HMG20B,NSD1,PHF2,MRGBP,SAP130,KMT2D,ARID1B,ATF2,KDM5B,MEAF6","11340,25498,17287,7673,14000,2978,18420,13222,11644,25416,27905,5002,14234,8920,15866,29813,7133,18040,784,18039,25674","chromatin organization","ARID1B;ATF2;ATXN7L3;BCL11B;DNMT3A;HMG20B;KDM4D;KDM5B;KMT2D;MEAF6;MRGBP;MSL1;NCOR2;NSD1;PHF2;PRDM16;SAP130;SETD2;SS18;SUV39H2;VPS72",21
NA,"KEGG Pathway H.sap","path:hsa03083","Polycomb repressive complex",70,14,2.588,2.9756,1.573,0.000188395966557488,3.72492839942306,0.470989916393719,0.0090574983921869,0.0760962254994297,"BCOR,MAX,TEX10,PCGF2,PHC3,PHC2,L3MBTL3,FBRSL1,AUTS2,FBRS,JARID2,ASXL2,PHC1,CBX2","20893,6913,25988,12929,15682,3183,23035,29308,14262,20442,6196,23805,3182,1552","polycomb repressive complex","ASXL2;AUTS2;BCOR;CBX2;FBRS;FBRSL1;JARID2;L3MBTL3;MAX;PCGF2;PHC1;PHC2;PHC3;TEX10",14
NA,"KEGG Pathway H.sap","path:hsa03082","ATP-dependent chromatin remodeling",86,13,2.403,2.249,1.169,0.00461030917411221,2.3362699492072,1,0.0619665211574221,0.520609351857898,"ARID1A,MEAF6,MRGBP,SMARCA1,CECR2,SS18,INO80E,DPF3,SMARCA5,ZNHIT1,VPS72,MBD3,ARID1B","11110,25674,15866,11097,1840,11340,26905,17427,11101,21688,11644,6918,18040","atp dependent chromatin remodeling","ARID1A;ARID1B;CECR2;DPF3;INO80E;MBD3;MEAF6;MRGBP;SMARCA1;SMARCA5;SS18;VPS72;ZNHIT1",13
NA,"KEGG Pathway H.sap","path:hsa05202","Transcriptional misregulation in cancer",79,9,1.664,1.695,0.761,0.0819222659433643,1.08659804375729,1,0.238701241093719,1,"BCL11B,MAX,NCOR1,SS18,CCNT2,MEIS1,CD40,MAF,MEN1","13222,6913,7672,11340,1600,7000,11919,6776,7010","transcriptional misregulation in cancer","BCL11B;CCNT2;CD40;MAF;MAX;MEIS1;MEN1;NCOR1;SS18",9
NA,"REACTOME pathway","R-HSA-170834","Signaling by TGF-beta Receptor Complex",52,7,1.294,2.0028,1.002,0.057629841023611,1.23935257845202,1,0.193909290119822,1,"RBL1,SNW1,JUNB,SKI,CGN,LTBP3,NCOR2","9893,16696,6205,10896,17429,6716,7673","signaling by tgf beta receptor complex","CGN;JUNB;LTBP3;NCOR2;RBL1;SKI;SNW1",7
NA,"REACTOME pathway","R-HSA-3899300","SUMOylation of transcription cofactors",30,5,0.924,2.4797,1.31,0.0474935809993074,1.32336508353219,1,0.179899928027679,1,"SAFB,PHC3,PCGF2,PHC1,NCOR2","10520,15682,12929,3182,7673","sumoylation of transcription cofactors","NCOR2;PCGF2;PHC1;PHC3;SAFB",5
NA,"REACTOME pathway","R-HSA-9707564","Cytoprotection by HMOX1",33,5,0.924,2.2542,1.173,0.0672060696755537,1.17259150213128,1,0.212677435682132,1,"COX6A1,NCOR2,COX7A2,NCOA6,MAFK","2277,7673,2288,15936,6782","cytoprotection by hmox1","COX6A1;COX7A2;MAFK;NCOA6;NCOR2",5
NA,"REACTOME pathway","R-HSA-2028269","Signaling by Hippo",10,4,0.739,5.9512,2.573,0.00305758000537648,2.51462217028875,1,0.0542124114428454,0.455463496364648,"LATS1,AMOTL1,LATS2,AMOT","6514,17811,6515,17810","signaling by hippo","AMOT;AMOTL1;LATS1;LATS2",4
