"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
NA,NA,"hsa04081","Hormone signaling","10/286","48/3974",0.208333333333333,2.89481351981352,3.67755171624653,0.00178729145854978,0.0446822864637444,0.0387246482685785,"GNB2/PRKACG/BMPR1A/GNA11/GNAI3/GNB1/GNB4/PRKACA/PRKACB/STAT3",10
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","12/286","66/3974",0.181818181818182,2.52638270820089,3.48180921679415,0.00222360186624761,0.0513138892210986,0.0444720373249521,"MAPK8/ORAI1/PRKACG/ACOX3/ATP1A1/ATP2A2/GNAI3/MAPK9/PRKACA/PRKACB/TIAM1/VAV2",12
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","8/286","35/3974",0.228571428571429,3.17602397602398,3.60040661453066,0.00276467802685846,0.0592431005755384,0.0513440204987999,"ORAI1/PRKACG/ATP1A1/DAGLB/GNA11/PRKACA/PRKACB/PRKCE",8
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","7/286","29/3974",0.241379310344828,3.35399083674946,3.54264068591976,0.00365264939469485,0.073052987893897,0.0633125895080441,"ALG1/ALG11/ALG2/ALG3/ALG9/KRTCAP2/MAN1A1",7
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","11/286","63/3974",0.174603174603175,2.42612942612943,3.17710926222788,0.00465863039897757,0.079269248917998,0.0687000157289316,"GNB2/PRKACG/GNAI3/GNB1/GNB4/MEF2A/PRKACA/PRKACB/PRKAG1/PRKCE/TGFBR1",11
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","12/286","72/3974",0.166666666666667,2.31585081585082,3.13744493766966,0.0047041997011886,0.079269248917998,0.0687000157289316,"MAPK8/FYN/GNAI3/MAPK9/PPP2R1B/PPP2R3A/PPP2R5B/PRKCE/PTEN/SGPL1/SPTLC1/SPTLC2",12
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","8/286","38/3974",0.210526315789474,2.92528524107471,3.32052059281447,0.00475615493507988,0.079269248917998,0.0687000157289316,"GNB2/PRKACG/GLS/GNAI3/GNB1/GNB4/PRKACA/PRKACB",8
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","14/286","92/3974",0.152173913043478,2.1144724840377,3.01149635190716,0.00548273306898084,0.0859425265841246,0.0744835230395747,"DDX19A/CSE1L/IPO7/KPNA5/NUP37/NUP93/POM121C/TMEM33/TNPO2/TNPO3/XPO1/XPO5/XPO7/XPOT",14
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","4/286","11/3974",0.363636363636364,5.05276541640178,3.74785358115003,0.00578113740906711,0.0859425265841246,0.0744835230395747,"PRKACG/GNB1/PRKACA/PRKACB",4
"Organismal Systems","Sensory system","hsa04742","Taste transduction","3/286","6/3974",0.5,6.94755244755245,4.05952216349455,0.00626466436850431,0.0859425265841246,0.0744835230395747,"PRKACG/PRKACA/PRKACB",3
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","7/286","32/3974",0.21875,3.0395541958042,3.22551281828655,0.00653912746770403,0.0859425265841246,0.0744835230395747,"GNB2/PRKACG/GNAI3/GNB1/GNB4/PRKACA/PRKACB",7
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","12/286","75/3974",0.16,2.22321678321678,2.97786008278738,0.00658892703811622,0.0859425265841246,0.0744835230395747,"STRADA/FASN/G6PC3/MLYCD/PPP2R1B/PPP2R3A/PPP2R5B/PRKAG1/SCD/SCD5/TSC2/ULK1",12
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","6/286","26/3974",0.230769230769231,3.20656266810113,3.14312180243716,0.00887836208133149,0.110979526016644,0.0961822558810911,"PRKACG/ATP1A1/GNA11/PRKACA/PRKACB/SLC2A1",6
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","5/286","19/3974",0.263157894736842,3.65660655134339,3.23204678540951,0.00936352672396875,0.112362320687625,0.097380677929275,"ORAI1/PRKACG/GNAI3/PRKACA/PRKACB",5
"Metabolism","Metabolism of cofactors and vitamins","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","3/286","7/3974",0.428571428571429,5.95504495504496,3.65352734071915,0.010383538697887,0.119810061898696,0.10383538697887,"COQ5/GGCX/VKORC1",3
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","10/286","62/3974",0.161290322580645,2.24114595082337,2.74262303541361,0.0120057658779465,0.13339739864385,0.11561107882467,"MAPK8/TRIB3/G6PC3/MAPK9/OGT/PRKAG1/PRKCE/PTEN/SLC2A1/STAT3",10
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","5/286","21/3974",0.238095238095238,3.30835830835831,2.95322342736087,0.0145558314407631,0.153931779956651,0.133407542629098,"ORAI1/PRKACG/GNA11/PRKACA/PRKACB",5
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","10/286","64/3974",0.15625,2.17111013986014,2.62994213120721,0.0148951790908956,0.153931779956651,0.133407542629098,"GNB2/MAPK8/PRKACG/DAGLB/GNAI3/GNB1/GNB4/MAPK9/PRKACA/PRKACB",10
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","13/286","94/3974",0.138297872340426,1.92166344294004,2.51806692622974,0.0160158015777302,0.153931779956651,0.133407542629098,"CASTOR2/STRADA/WNT5A/DVL3/PTEN/RRAGA/SESN2/SKP2/SLC38A9/SLC7A5/TSC2/ULK1/WDR59",13
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","16/286","125/3974",0.128,1.77857342657343,2.46279050540955,0.0162440042961284,0.153931779956651,0.133407542629098,"ANAPC16/ANAPC4/ATR/MAPK8/PRKACG/CDC16/FDPS/KAT5/MAPK9/PRKACA/PRKACB/PTEN/SLC2A1/TGFBR1/VAC14/XPO1",16
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","10/286","65/3974",0.153846153846154,2.13770844540075,2.57514488046006,0.0165208439482497,0.153931779956651,0.133407542629098,"GNB2/MAPK8/PRKACG/GNAI3/GNB1/GNB4/MAPK9/PRKACA/PRKACB/TGFBR1",10
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","7/286","38/3974",0.184210526315789,2.55962458594038,2.68986924336672,0.0169324957952316,0.153931779956651,0.133407542629098,"MAPK8/NFKBIE/G6PC3/MAPK9/PRKAG1/SLC2A1/STAT3",7
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","5/286","22/3974",0.227272727272727,3.15797838525111,2.82616039317925,0.0177570296964038,0.154035984218977,0.13349785298978,"PRKACG/ATP1A1/GNAI3/PRKACA/PRKACB",5
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","6/286","30/3974",0.2,2.77902097902098,2.72345426550168,0.0179708648255473,0.154035984218977,0.13349785298978,"MAPK8/PRKACG/MAPK9/PRKACA/PRKACB/PRKCE",6
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","5/286","23/3974",0.217391304347826,3.02067497719672,2.70616149000866,0.0213914085414619,0.178261737845515,0.15449350613278,"PRKACG/ATP1A1/PRKACA/PRKACB/SLC12A2",5
