"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"SLIM2 GO BP","GO:0022607","cellular component assembly",1836,153,27.321,1.1978,0.26,0.00548895209116503,2.26051055982386,1,0.0965311870932974,0.811003067592664,"KHDC4,PLS1,ATXN2L,EPS8,SEPTIN9,SPICE1,IFT74,WIPF1,CDC42EP4,SYNJ1,LATS2,UBE2S,EID2,USP6NL,WASF2,CENPF,ZDHHC5,CEP41,MAP9,CCDC66,BIRC2,ANKLE2,ABL1,SVIL,CNTROB,PTK2,PDE4DIP,FLNC,AGFG1,CRTC3,LMOD1,MED8,AFDN,TPX2,CSPG4,DIAPH2,CRACD,SRGAP1,SPTY2D1,CALD1,SKA1,SFN,LIMCH1,NUMBL,ADD2,KLC3,LIMA1,TNRC6A,CEP128,SLAIN1,SORBS1,ODF2,DMTN,EXO1,BAD,CEP164,BCAS2,SETX,LIMD2,PRRC2C,COBL,FBF1,CEP135,PFDN6,MAGI1,CEP350,ERC2,SPAST,MED7,SRGAP2,TBC1D5,CARMIL1,DLGAP5,MAVS,CEP20,CRTC1,NUMA1,SDHAF4,AUTS2,PAK1,RNF4,SLAIN2,HOOK1,YAP1,ARHGEF18,CROCC,CRTC2,GEMIN8,UBAP1,TAF8,CTTN,NDE1,LATS1,INF2,GOLGA2,CDT1,RIPK1,PAWR,ATXN2,SPTBN1,AMOT,TRAF3IP1,CCNB1,CDC42EP1,DIAPH3,EIF4ENIF1,BOLA1,DACT1,CD2AP,EVI5,ABLIM1,RAPGEF1,PLEKHA7,WDR35,MAPRE3,CNOT2,SHROOM1,LZTS2,NDEL1,PPP1R9B,CEP85,WNK1,NHERF2,CEP250,NBDY,TPPP,MED15,APC,TBC1D22B,CCDC88A,NDC80,ATAT1,SETD5,CBY1,PSRC1,FCHSD2,BRCA1,SORBS3,SETD2,CAMSAP1,CCSAP,PHLDB2,UBN1,ADD1,CYBA,OPHN1,LUZP1,NEBL,PEAK1,NEDD1,MIEN1,KIAA0586,NCOR1","29145,9090,31326,3420,7323,25083,21424,12736,17147,11503,6515,17895,28292,16858,12733,1857,18472,12370,26118,27709,590,29101,76,11480,29616,9611,15580,3756,5175,26148,6647,19971,7137,1249,2466,2877,29219,17382,26818,1441,28109,10773,29191,8061,244,20717,24636,11969,20359,26387,14565,8114,3382,3511,936,29182,975,445,28142,24903,22199,24674,29086,4926,946,24238,31922,11233,2378,19751,19166,21581,16864,29233,26435,16062,8059,20957,14262,8590,10067,29282,19884,16262,17090,21299,27301,26044,12461,17300,3338,17619,6514,23791,4425,24576,10019,8614,10555,11275,17810,17861,1579,17014,15480,16687,24263,17748,14258,3501,78,4568,27049,29250,6892,7878,24084,29381,17620,9298,25309,14540,11076,1859,50713,24164,14248,583,21602,25523,16909,21186,25566,1307,24472,29114,1100,30907,18420,19946,29578,29573,12506,243,2577,8148,14985,16932,29431,7723,28230,19960,7672","cellular component assembly","ABL1;ABLIM1;ADD1;ADD2;AFDN;AGFG1;AMOT;ANKLE2;APC;ARHGEF18;ATAT1;ATXN2;ATXN2L;AUTS2;BAD;BCAS2;BIRC2;BOLA1;BRCA1;CALD1;CAMSAP1;CARMIL1;CBY1;CCDC66;CCDC88A;CCNB1;CCSAP;CD2AP;CDC42EP1;CDC42EP4;CDT1;CENPF;CEP128;CEP135;CEP164;CEP20;CEP250;CEP350;CEP41;CEP85;CNOT2;CNTROB;COBL;CRACD;CROCC;CRTC1;CRTC2;CRTC3;CSPG4;CTTN;CYBA;DACT1;DIAPH2;DIAPH3;DLGAP5;DMTN;EID2;EIF4ENIF1;EPS8;ERC2;EVI5;EXO1;FBF1;FCHSD2;FLNC;GEMIN8;GOLGA2;HOOK1;IFT74;INF2;KHDC4;KIAA0586;KLC3;LATS1;LATS2;LIMA1;LIMCH1;LIMD2;LMOD1;LUZP1;LZTS2;MAGI1;MAP9;MAPRE3;MAVS;MED15;MED7;MED8;MIEN1;NBDY;NCOR1;NDC80;NDE1;NDEL1;NEBL;NEDD1;NHERF2;NUMA1;NUMBL;ODF2;OPHN1;PAK1;PAWR;PDE4DIP;PEAK1;PFDN6;PHLDB2;PLEKHA7;PLS1;PPP1R9B;PRRC2C;PSRC1;PTK2;RAPGEF1;RIPK1;RNF4;SDHAF4;SEPTIN9;SETD2;SETD5;SETX;SFN;SHROOM1;SKA1;SLAIN1;SLAIN2;SORBS1;SORBS3;SPAST;SPICE1;SPTBN1;SPTY2D1;SRGAP1;SRGAP2;SVIL;SYNJ1;TAF8;TBC1D22B;TBC1D5;TNRC6A;TPPP;TPX2;TRAF3IP1;UBAP1;UBE2S;UBN1;USP6NL;WASF2;WDR35;WIPF1;WNK1;YAP1;ZDHHC5",153
NA,"SLIM2 GO BP","GO:0030154","cell differentiation",1906,152,27.143,1.1462,0.197,0.0270010267623499,1.56861972070234,1,0.156896445928726,1,"TSC22D4,KIAA1755,PLS1,LATS2,NUMA1,CCNB1,PPP1R9B,KLF13,ABL2,JARID2,EIF4ENIF1,PRRC2A,HEY1,TAF8,RAPH1,ERRFI1,CTTN,WNK1,TEAD3,NCOA6,MAML1,MCRIP1,SOX12,TCF12,CNN2,CAMSAP1,RITA1,GIGYF2,HMG20B,SNW1,ARID1A,HOOK1,MRTFB,WIPF3,ABL1,TET1,TCF3,LUZP1,FOXG1,JDP2,DMTN,CNOT2,SS18,IFT74,SUCO,EML1,SRGAP2,PTK2,NDEL1,ELF2,DIAPH3,ZC3H14,CEP128,CDKN1A,PAK1,PPP1R12C,NUMBL,GRIP1,ATF2,ZNF503,MAGI1,DIP2A,KDM5B,CD2AP,AGFG1,RAPGEF1,SETD2,FLNC,RAI14,RARB,KLC3,TANC2,BATF3,YAP1,BCAS2,COBL,CENPF,CBY1,SECISBP2,MBD3,ZC4H2,SFN,GPRIN3,NAV1,MAST2,BCL9L,ARID1B,NHSL1,MRTFA,WASF2,TRIP11,ATXN1,HDAC4,APC,SOX13,PLEKHO1,LATS1,CSPG4,CNOT3,MAP1A,ITSN1,SH3PXD2A,NDE1,BAD,ENAH,ID4,ODF2,NKX6-1,PRRC2B,AUTS2,TXNIP,RUFY3,RIPK1,SOX5,AFDN,BIRC2,AKIRIN2,OPHN1,CCDC88A,ADD2,BLOC1S5,MAPRE3,SETX,BCL9,TPPP,ITSN2,TBX2,EID2,MAF,RBPMS2,AMOT,TAGLN,CEBPB,SENP2,ALAS1,NEBL,CCDC88C,BCL11B,PPP1R12A,PPHLN1,PRRC2C,ABLIM1,DIAPH2,PDCD4,NHSL3,PHACTR4,LMOD1,PITX2,ATAT1,CUX1,ADD1,SPAST","21696,29372,9090,6515,8059,1579,9298,13672,77,6196,16687,13918,4880,17300,14436,18185,3338,14540,11716,15936,13632,28007,11198,11623,2156,19946,25925,11960,5002,16696,11110,19884,29819,22004,76,29484,11633,14985,3811,17546,3382,7878,11340,21424,1240,3330,19751,9611,17620,3317,15480,20509,20359,1784,8590,14947,8061,18708,784,23589,946,17217,18039,14258,5175,4568,18420,3756,14873,9865,20717,30212,28915,16262,975,22199,1857,1307,30972,6918,24931,10773,27733,15989,19035,23688,18040,21021,14334,12733,12305,10548,14063,583,11192,24310,6514,2466,7879,6835,6183,23664,17619,936,18271,5363,8114,7839,28121,14262,16952,30285,10019,11201,7137,590,21407,8148,25523,244,18561,6892,445,1008,24164,6184,11597,28292,6776,19098,17810,11553,1834,23116,396,16932,19967,13222,7618,19369,24903,78,2877,8763,29301,25793,6647,9005,21186,2557,243,11233","cell differentiation","ABL1;ABL2;ABLIM1;ADD1;ADD2;AFDN;AGFG1;AKIRIN2;ALAS1;AMOT;APC;ARID1A;ARID1B;ATAT1;ATF2;ATXN1;AUTS2;BAD;BATF3;BCAS2;BCL11B;BCL9;BCL9L;BIRC2;BLOC1S5;CAMSAP1;CBY1;CCDC88A;CCDC88C;CCNB1;CD2AP;CDKN1A;CEBPB;CENPF;CEP128;CNN2;CNOT2;CNOT3;COBL;CSPG4;CTTN;CUX1;DIAPH2;DIAPH3;DIP2A;DMTN;EID2;EIF4ENIF1;ELF2;EML1;ENAH;ERRFI1;FLNC;FOXG1;GIGYF2;GPRIN3;GRIP1;HDAC4;HEY1;HMG20B;HOOK1;ID4;IFT74;ITSN1;ITSN2;JARID2;JDP2;KDM5B;KIAA1755;KLC3;KLF13;LATS1;LATS2;LMOD1;LUZP1;MAF;MAGI1;MAML1;MAP1A;MAPRE3;MAST2;MBD3;MCRIP1;MRTFA;MRTFB;NAV1;NCOA6;NDE1;NDEL1;NEBL;NHSL1;NHSL3;NKX6-1;NUMA1;NUMBL;ODF2;OPHN1;PAK1;PDCD4;PHACTR4;PITX2;PLEKHO1;PLS1;PPHLN1;PPP1R12A;PPP1R12C;PPP1R9B;PRRC2A;PRRC2B;PRRC2C;PTK2;RAI14;RAPGEF1;RAPH1;RARB;RBPMS2;RIPK1;RITA1;RUFY3;SECISBP2;SENP2;SETD2;SETX;SFN;SH3PXD2A;SNW1;SOX12;SOX13;SOX5;SPAST;SRGAP2;SS18;SUCO;TAF8;TAGLN;TANC2;TBX2;TCF12;TCF3;TEAD3;TET1;TPPP;TRIP11;TSC22D4;TXNIP;WASF2;WIPF3;WNK1;YAP1;ZC3H14;ZC4H2;ZNF503",152
NA,"SLIM2 GO BP","GO:0007010","cytoskeleton organization",859,131,23.393,2.192,1.132,1.60781220896708e-19,18.7937646778339,4.0195305224177e-16,1.33984350747257e-16,1.12566438616791e-15,"RNF4,NCKAP5L,NEBL,SORBS1,SHROOM3,KATNA1,CNN2,CROCC,EPS8,CAMSAP1,COBL,LIMD2,DIAPH3,WIPF1,CCDC66,LMOD1,CEP85,HOOK1,CEP20,SETD2,DYNC1LI1,MAST2,CCDC88A,ADD1,TRAF3IP1,PAK1,KATNBL1,AUTS2,CCDC120,TPPP,CRACD,EML1,SH3D19,WIPF3,CDC42EP4,SKA1,ABL2,LZTS2,CGN,BRCA1,CTTN,CNTROB,WASF2,PAWR,INF2,CCDC88C,NDEL1,BCAS2,TACC2,CLIP2,PSRC1,ZBED3,NUMA1,PALM2AKAP2,KIZ,ABLIM1,PCLAF,FLNC,AGFG1,ARHGEF18,AMOT,ENAH,SRGAP2,SORBS3,MAP9,SH3KBP1,SLAIN1,CEP250,CD2AP,SHROOM1,NUSAP1,MAP1A,ADD2,ATAT1,SPTBN1,CCSAP,PDLIM3,APC,NDC80,GOLGA2,TTK,BRWD3,PTK2,NAV1,LUZP1,RUFY3,SPAST,PHLDB2,PPP1R12A,DMTN,SLAIN2,SEPTIN9,PLS1,PHACTR4,SVIL,SAPCD2,FCHSD2,FAM110A,HOOK2,CEP350,NEDD1,PDE4DIP,GEN1,SS18,CCDC6,LIMCH1,ABL1,PPP1R9B,OPHN1,LIMA1,SPECC1L,AMOTL1,CARMIL1,CCNB1,LARP4,ATF2,CDC42EP1,MAPRE3,ODF2,LATS1,MAP7D1,SPICE1,DIAPH2,CEP135,PHACTR2,CALD1,MRTFA,TPX2,NDE1,NCOR1,DLGAP5","10067,29321,16932,14565,30422,6216,2156,21299,3420,19946,22199,28142,15480,12736,27709,6647,25309,19884,26435,18420,18745,19035,25523,243,17861,8590,26199,14262,28910,24164,29219,3330,30418,22004,17147,28109,77,29381,17429,1100,3338,29616,12733,8614,23791,19967,17620,975,11523,2586,24472,20711,8059,33529,15865,78,28961,3756,5175,17090,17810,18271,19751,30907,26118,13867,26387,1859,14258,24084,18538,6835,244,21186,11275,29578,20767,583,16909,4425,12401,17342,9611,15989,14985,30285,11233,29573,7618,3382,29282,7323,9090,25793,11480,28055,29114,16188,19885,24238,7723,15580,26881,11340,18782,29191,76,9298,8148,24636,29022,17811,21581,1579,24320,784,17014,6892,8114,6514,25514,25083,2877,29086,20956,1441,14334,1249,17619,7672,16864","cytoskeleton organization","ABL1;ABL2;ABLIM1;ADD1;ADD2;AGFG1;AMOT;AMOTL1;APC;ARHGEF18;ATAT1;ATF2;AUTS2;BCAS2;BRCA1;BRWD3;CALD1;CAMSAP1;CARMIL1;CCDC120;CCDC6;CCDC66;CCDC88A;CCDC88C;CCNB1;CCSAP;CD2AP;CDC42EP1;CDC42EP4;CEP135;CEP20;CEP250;CEP350;CEP85;CGN;CLIP2;CNN2;CNTROB;COBL;CRACD;CROCC;CTTN;DIAPH2;DIAPH3;DLGAP5;DMTN;DYNC1LI1;EML1;ENAH;EPS8;FAM110A;FCHSD2;FLNC;GEN1;GOLGA2;HOOK1;HOOK2;INF2;KATNA1;KATNBL1;KIZ;LARP4;LATS1;LIMA1;LIMCH1;LIMD2;LMOD1;LUZP1;LZTS2;MAP1A;MAP7D1;MAP9;MAPRE3;MAST2;MRTFA;NAV1;NCKAP5L;NCOR1;NDC80;NDE1;NDEL1;NEBL;NEDD1;NUMA1;NUSAP1;ODF2;OPHN1;PAK1;PALM2AKAP2;PAWR;PCLAF;PDE4DIP;PDLIM3;PHACTR2;PHACTR4;PHLDB2;PLS1;PPP1R12A;PPP1R9B;PSRC1;PTK2;RNF4;RUFY3;SAPCD2;SEPTIN9;SETD2;SH3D19;SH3KBP1;SHROOM1;SHROOM3;SKA1;SLAIN1;SLAIN2;SORBS1;SORBS3;SPAST;SPECC1L;SPICE1;SPTBN1;SRGAP2;SS18;SVIL;TACC2;TPPP;TPX2;TRAF3IP1;TTK;WASF2;WIPF1;WIPF3;ZBED3",131
NA,"SLIM2 GO BP","GO:0007049","cell cycle",1100,110,19.643,1.4373,0.523,2.92120378368331e-05,4.53443814551117,0.0730300945920826,0.00347762355200394,0.0292171209485055,"TPX2,NDEL1,FAM110A,ATAD5,RNF4,TICRR,ZNF503,ARID1A,BRD8,UBE2S,BCAS2,SPC24,FOXG1,SKA1,CCNB1,ODF2,CENPF,PSRC1,RAD51AP1,ZBED3,SFN,PHACTR4,DYNC1LI1,LATS1,RNF168,CKS1B,ANKRD17,ARPP19,TPPP,DLGAP5,CDCA5,MRNIP,CROCC,SDE2,SPTBN1,TBX2,MORF4L2,SEPTIN9,GOLGA2,C9orf78,ZWINT,CDT1,SAPCD2,MAP9,LUZP1,RBBP8,CEP135,ID4,ARID1B,MORF4L1,SENP2,MAPRE3,SETD2,MAP3K7,PPP1R12A,NUMA1,EML1,EXO1,TTC28,SPICE1,GIGYF2,CDKN1A,UBE2L3,PRCC,PPP1R9B,GEN1,LATS2,SPAST,CEP250,NDE1,TACC2,ATF2,CDC25C,ANKLE2,PCLAF,CCSAP,LZTS2,BOD1,KHDRBS1,EPS8,NCOR1,DIAPH3,APC,NEDD1,CCDC66,ABL1,INIP,CNTROB,PHF8,BIRC2,DTL,CEP85,CKS2,NUSAP1,KIZ,TCF3,NDC80,PDE4DIP,TTK,RBM7,SYF2,BRCA1,WAC,DACT1,SVIL,TFDP1,SGO2,WNK1,PTTG1,MIIP","1249,17620,16188,25752,10067,28704,23589,11110,19874,17895,975,26913,3811,28109,1579,8114,1857,24472,16956,20711,10773,25793,18745,6514,26661,19083,23575,16967,24164,16864,14626,30817,21299,26643,11275,11597,16849,7323,4425,24932,13195,24576,28055,26118,14985,9891,29086,5363,18040,16989,23116,6892,18420,6859,7618,8059,3330,3511,29179,25083,11960,1784,12488,9343,9298,26881,6515,11233,1859,17619,11523,784,1727,29101,28961,29578,29381,25114,18116,3420,7672,15480,583,7723,27709,76,24994,29616,20672,590,30288,25309,2000,18538,15865,11633,16909,15580,12401,9904,19824,1100,17327,17748,11480,11749,30812,14540,9690,25715","cell cycle","ABL1;ANKLE2;ANKRD17;APC;ARID1A;ARID1B;ARPP19;ATAD5;ATF2;BCAS2;BIRC2;BOD1;BRCA1;BRD8;C9orf78;CCDC66;CCNB1;CCSAP;CDC25C;CDCA5;CDKN1A;CDT1;CENPF;CEP135;CEP250;CEP85;CKS1B;CKS2;CNTROB;CROCC;DACT1;DIAPH3;DLGAP5;DTL;DYNC1LI1;EML1;EPS8;EXO1;FAM110A;FOXG1;GEN1;GIGYF2;GOLGA2;ID4;INIP;KHDRBS1;KIZ;LATS1;LATS2;LUZP1;LZTS2;MAP3K7;MAP9;MAPRE3;MIIP;MORF4L1;MORF4L2;MRNIP;NCOR1;NDC80;NDE1;NDEL1;NEDD1;NUMA1;NUSAP1;ODF2;PCLAF;PDE4DIP;PHACTR4;PHF8;PPP1R12A;PPP1R9B;PRCC;PSRC1;PTTG1;RAD51AP1;RBBP8;RBM7;RNF168;RNF4;SAPCD2;SDE2;SENP2;SEPTIN9;SETD2;SFN;SGO2;SKA1;SPAST;SPC24;SPICE1;SPTBN1;SVIL;SYF2;TACC2;TBX2;TCF3;TFDP1;TICRR;TPPP;TPX2;TTC28;TTK;UBE2L3;UBE2S;WAC;WNK1;ZBED3;ZNF503;ZWINT",110
NA,"SLIM2 GO BP","GO:0051301","cell division",463,60,10.714,1.8626,0.897,1.40229515198858e-06,5.85316056740417,0.00350573787997145,0.000269672144613189,0.0022656401843915,"TPX2,PIMREG,MAP9,MPLKIP,SEPTIN9,CDC25C,PTTG1,SPECC1L,TXNIP,PSRC1,SPAST,SPICE1,SAPCD2,CKS2,TPPP,UBE2S,NUMBL,NEDD1,LZTS2,CCNB1,EVI5,CEP164,ANKLE2,NDE1,SFN,SPC24,WNK1,CENPF,NDC80,CD2AP,SOX5,BOD1,SPTBN1,SDE2,SETD2,NUMA1,KATNA1,MAPRE3,DYNC1LI1,CNTROB,CCSAP,GOLGA2,CCNT1,LATS1,TTC28,LUZP1,CDT1,APC,SGO2,SVIL,CKS1B,ARPP19,LATS2,TEAD3,CDCA5,NUSAP1,SKA1,CCDC66,RBBP8,ZWINT","1249,25483,26118,16002,7323,1727,9690,29022,16952,24472,11233,25083,28055,2000,24164,17895,8061,7723,29381,1579,3501,29182,29101,17619,10773,26913,14540,1857,16909,14258,11201,25114,11275,26643,18420,8059,6216,6892,18745,29616,29578,4425,1599,6514,29179,14985,24576,583,30812,11480,19083,16967,6515,11716,14626,18538,28109,27709,9891,13195","cell division","ANKLE2;APC;ARPP19;BOD1;CCDC66;CCNB1;CCNT1;CCSAP;CD2AP;CDC25C;CDCA5;CDT1;CENPF;CEP164;CKS1B;CKS2;CNTROB;DYNC1LI1;EVI5;GOLGA2;KATNA1;LATS1;LATS2;LUZP1;LZTS2;MAP9;MAPRE3;MPLKIP;NDC80;NDE1;NEDD1;NUMA1;NUMBL;NUSAP1;PIMREG;PSRC1;PTTG1;RBBP8;SAPCD2;SDE2;SEPTIN9;SETD2;SFN;SGO2;SKA1;SOX5;SPAST;SPC24;SPECC1L;SPICE1;SPTBN1;SVIL;TEAD3;TPPP;TPX2;TTC28;TXNIP;UBE2S;WNK1;ZWINT",60
NA,"Direct GO Biological Processes","GO:0045944","positive regulation of transcription by RNA polymerase II",606,58,10.357,1.3757,0.46,0.00710991653406644,2.14813549758347,1,0.108837863299659,0.914397135932281,"BCL9,MAF,SOX12,SETX,MRTFB,GPBP1,BCL9L,TFDP1,CEBPB,NKX6-1,HEY1,SENP2,ZBED3,TCF3,MAML1,ID4,RNF4,RTRAF,CRTC3,SSBP4,TEAD3,SNW1,BRCA1,MAX,SS18,PHF8,MAVS,IFT74,RIPK1,ATF2,PITX2,AUTS2,IRF2BPL,NFATC2IP,TCF12,YAP1,ABL1,ABLIM1,ATXN1,NCOA6,AKIRIN2,BCL11B,CRTC2,TEF,CCNT1,PPP1R12A,CRTC1,MRTFA,TET1,TBX2,HDAC4,DBP,RARB,KLF13,NUCKS1,ZNF597,TCF20,BRD8","1008,6776,11198,445,29819,29520,23688,11749,1834,7839,4880,23116,20711,11633,13632,5363,10067,23169,26148,15676,11716,16696,1100,6913,11340,20672,29233,21424,10019,784,9005,14262,14282,25906,11623,16262,76,78,10548,15936,21407,13222,27301,11722,1599,7618,16062,14334,29484,11597,14063,2697,9865,13672,29923,26573,11631,19874","positive regulation of transcription by rna polymerase ii","ABL1;ABLIM1;AKIRIN2;ATF2;ATXN1;AUTS2;BCL11B;BCL9;BCL9L;BRCA1;BRD8;CCNT1;CEBPB;CRTC1;CRTC2;CRTC3;DBP;GPBP1;HDAC4;HEY1;ID4;IFT74;IRF2BPL;KLF13;MAF;MAML1;MAVS;MAX;MRTFA;MRTFB;NCOA6;NFATC2IP;NKX6-1;NUCKS1;PHF8;PITX2;PPP1R12A;RARB;RIPK1;RNF4;RTRAF;SENP2;SETX;SNW1;SOX12;SS18;SSBP4;TBX2;TCF12;TCF20;TCF3;TEAD3;TEF;TET1;TFDP1;YAP1;ZBED3;ZNF597",58
NA,"SLIM2 GO BP","GO:0000902","cell morphogenesis",509,55,9.821,1.5531,0.635,0.00060183339127374,3.22052372014591,1,0.0395943020574829,0.332650010786397,"CD2AP,SS18,RUFY3,LUZP1,SRGAP2,GRIP1,CDC42EP1,RAPH1,SH3KBP1,KIAA1755,FOXG1,MAP1A,LATS2,SH3D19,EPS8,TANC2,BRWD3,COBL,BCL11B,NKX6-1,NDEL1,ABLIM1,YAP1,MAGI1,CCDC88C,PPP1R12C,ITSN2,ARHGEF18,DIP2A,PLEKHO1,OPHN1,SPAST,ABL1,CAMSAP1,PTK2,CUX1,PALM2AKAP2,PAK1,WASF2,PPP1R12A,TSC22D4,PLS1,CDC42EP4,ENAH,SHROOM1,AUTS2,LATS1,LARP4,DMTN,MAPRE3,SHROOM3,GPRIN3,NUMBL,CTTN,BCL9L","14258,11340,30285,14985,19751,18708,17014,14436,13867,29372,3811,6835,6515,30418,3420,30212,17342,22199,13222,7839,17620,78,16262,946,19967,14947,6184,17090,17217,24310,8148,11233,76,19946,9611,2557,33529,8590,12733,7618,21696,9090,17147,18271,24084,14262,6514,24320,3382,6892,30422,27733,8061,3338,23688","cell morphogenesis","ABL1;ABLIM1;ARHGEF18;AUTS2;BCL11B;BCL9L;BRWD3;CAMSAP1;CCDC88C;CD2AP;CDC42EP1;CDC42EP4;COBL;CTTN;CUX1;DIP2A;DMTN;ENAH;EPS8;FOXG1;GPRIN3;GRIP1;ITSN2;KIAA1755;LARP4;LATS1;LATS2;LUZP1;MAGI1;MAP1A;MAPRE3;NDEL1;NKX6-1;NUMBL;OPHN1;PAK1;PALM2AKAP2;PLEKHO1;PLS1;PPP1R12A;PPP1R12C;PTK2;RAPH1;RUFY3;SH3D19;SH3KBP1;SHROOM1;SHROOM3;SPAST;SRGAP2;SS18;TANC2;TSC22D4;WASF2;YAP1",55
NA,"Direct GO Biological Processes","GO:0000122","negative regulation of transcription by RNA polymerase II",534,49,8.75,1.3189,0.399,0.0261508686065799,1.58251388137492,1,0.156896445928726,1,"MXI1,TBX2,HDAC4,HEY1,TET1,CUX1,JDP2,SFN,PAWR,ZNF217,TXNIP,MBD3,JAZF1,MAF,ATXN1,NCOR1,CIC,BACH2,CEBPB,NKX6-1,TCF3,SORBS3,DACT1,TSC22D4,ATN1,AMOT,ID4,PITX2,GTF2IRD1,KHDRBS1,BCOR,MAX,SOX12,NCOR2,WWC1,IRF2BPL,ATF2,RITA1,FOXG1,CNOT2,ZNF182,YAP1,CXXC5,EID2,JARID2,RARB,SOX13,SNW1,BATF3","7534,11597,14063,4880,29484,2557,17546,10773,8614,13009,16952,6918,28917,6776,10548,7672,14214,14078,1834,7839,11633,30907,17748,21696,3033,17810,5363,9005,4661,18116,20893,6913,11198,7673,29435,14282,784,25925,3811,7878,13001,16262,26943,28292,6196,9865,11192,16696,28915","negative regulation of transcription by rna polymerase ii","AMOT;ATF2;ATN1;ATXN1;BACH2;BATF3;BCOR;CEBPB;CIC;CNOT2;CUX1;CXXC5;DACT1;EID2;FOXG1;GTF2IRD1;HDAC4;HEY1;ID4;IRF2BPL;JARID2;JAZF1;JDP2;KHDRBS1;MAF;MAX;MBD3;MXI1;NCOR1;NCOR2;NKX6-1;PAWR;PITX2;RARB;RITA1;SFN;SNW1;SORBS3;SOX12;SOX13;TBX2;TCF3;TET1;TSC22D4;TXNIP;WWC1;YAP1;ZNF182;ZNF217",49
NA,"Direct GO Biological Processes","GO:0006974","DNA damage response",417,41,7.321,1.4132,0.499,0.0145659154951644,1.83666221395406,1,0.122608716289263,1,"MORF4L2,SETX,INIP,FAAP20,CDKN1A,YAP1,MRNIP,CYREN,GEN1,RBBP8,BRCA1,EXO1,CEP164,PIDD1,TICRR,PCLAF,SETD2,NUCKS1,RNF169,ATF2,ABL1,RAD51AP1,WAC,ATAD5,SWI5,RNF4,CBL,PTTG1,NCOA6,POLD4,RNF168,TANK,UBE2T,WNK1,BOD1L1,PAK1,APC,MORF4L1,DTL,SPRTN,USP1","16849,445,24994,26428,1784,16262,30817,22432,26881,9891,1100,3511,29182,16491,28704,28961,18420,29923,26961,784,76,16956,17327,25752,31412,10067,1541,9690,15936,14106,26661,11562,25009,14540,31792,8590,583,16989,30288,25356,12607","dna damage response","ABL1;APC;ATAD5;ATF2;BOD1L1;BRCA1;CBL;CDKN1A;CEP164;CYREN;DTL;EXO1;FAAP20;GEN1;INIP;MORF4L1;MORF4L2;MRNIP;NCOA6;NUCKS1;PAK1;PCLAF;PIDD1;POLD4;PTTG1;RAD51AP1;RBBP8;RNF168;RNF169;RNF4;SETD2;SETX;SPRTN;SWI5;TANK;TICRR;UBE2T;USP1;WAC;WNK1;YAP1",41
NA,"Direct GO Biological Processes","GO:0007399","nervous system development",258,29,5.179,1.6156,0.692,0.00678642772695857,2.16835877162815,1,0.108300438719587,0.909881983926362,"SRGAP2,PHACTR4,ARID1A,RUFY3,CCDC88A,RITA1,NRGN,ANKLE2,SRGAP1,TCF3,DACT1,NDEL1,APC,NUMBL,SETX,ZC4H2,NAV1,OPHN1,DIP2A,IRF2BPL,TCF12,NDE1,PPP1R9B,RAPGEF1,HDAC4,N4BP3,ARID1B,BORCS5,SPAST","19751,25793,11110,30285,25523,25925,8000,29101,17382,11633,17748,17620,583,8061,445,24931,15989,8148,17217,14282,11623,17619,9298,4568,14063,29852,18040,17950,11233","nervous system development","ANKLE2;APC;ARID1A;ARID1B;BORCS5;CCDC88A;DACT1;DIP2A;HDAC4;IRF2BPL;N4BP3;NAV1;NDE1;NDEL1;NRGN;NUMBL;OPHN1;PHACTR4;PPP1R9B;RAPGEF1;RITA1;RUFY3;SETX;SPAST;SRGAP1;SRGAP2;TCF12;TCF3;ZC4H2",29
