Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
25876,3.0,1,1,1
252983,3.0,1,1,1
253725,3.0,1,1,1
254102,3.0,1,1,1
254225,3.0,1,1,1
6387,3.0,1,1,1
63943,3.0,1,1,1
6092,3.0,1,1,1
6096,3.0,1,1,1
6281,3.0,1,1,1
629,3.0,1,1,1
63827,3.0,1,1,1
6383,3.0,1,1,1
6001,3.0,1,1,1
605,3.0,1,1,1
60672,3.0,1,1,1
607,3.0,1,1,1
6091,3.0,1,1,1
58493,3.0,1,1,1
58506,3.0,1,1,1
58515,3.0,1,1,1
59269,3.0,1,1,1
595,3.0,1,1,1
5978,3.0,1,1,1
5980,3.0,1,1,1
283899,3.0,1,1,1
284058,3.0,1,1,1
284297,3.0,1,1,1
27338,3.0,1,1,1
2737,3.0,1,1,1
2785,3.0,1,1,1
2791,3.0,1,1,1
283149,3.0,1,1,1
2719,3.0,1,1,1
27297,3.0,1,1,1
26471,3.0,1,1,1
266727,3.0,1,1,1
27086,3.0,1,1,1
27125,3.0,1,1,1
57701,3.0,1,1,1
57715,3.0,1,1,1
57724,3.0,1,1,1
57804,3.0,1,1,1
5782,3.0,1,1,1
57649,3.0,1,1,1
57661,3.0,1,1,1
57664,3.0,1,1,1
57670,3.0,1,1,1
57690,3.0,1,1,1
57591,3.0,1,1,1
57630,3.0,1,1,1
57549,3.0,1,1,1
57555,3.0,1,1,1
3297,3.0,1,1,1
337876,3.0,1,1,1
3014,3.0,1,1,1
3082,3.0,1,1,1
3083,3.0,1,1,1
3133,3.0,1,1,1
29890,3.0,1,1,1
29911,3.0,1,1,1
29997,3.0,1,1,1
29998,3.0,1,1,1
30011,3.0,1,1,1
286262,3.0,1,1,1
2869,3.0,1,1,1
29079,3.0,1,1,1
29108,3.0,1,1,1
2961,3.0,1,1,1
57348,3.0,1,1,1
57496,3.0,1,1,1
575,3.0,1,1,1
57506,3.0,1,1,1
57117,3.0,1,1,1
57181,3.0,1,1,1
56998,3.0,1,1,1
57010,3.0,1,1,1
57099,3.0,1,1,1
56478,3.0,1,1,1
56548,3.0,1,1,1
56776,3.0,1,1,1
3707,3.0,1,1,1
375757,3.0,1,1,1
387680,3.0,1,1,1
359845,3.0,1,1,1
3621,3.0,1,1,1
3622,3.0,1,1,1
3667,3.0,1,1,1
3680,3.0,1,1,1
344658,3.0,1,1,1
3479,3.0,1,1,1
3489,3.0,1,1,1
350,3.0,1,1,1
3383,3.0,1,1,1
339287,3.0,1,1,1
3400,3.0,1,1,1
340719,3.0,1,1,1
55872,3.0,1,1,1
5606,3.0,1,1,1
55791,3.0,1,1,1
55833,3.0,1,1,1
55850,3.0,1,1,1
55859,3.0,1,1,1
55553,3.0,1,1,1
55596,3.0,1,1,1
55633,3.0,1,1,1
5564,3.0,1,1,1
55643,3.0,1,1,1
55122,3.0,1,1,1
55139,3.0,1,1,1
55243,3.0,1,1,1
4288,3.0,1,1,1
4299,3.0,1,1,1
4300,3.0,1,1,1
4311,3.0,1,1,1
4335,3.0,1,1,1
4052,3.0,1,1,1
4060,3.0,1,1,1
4155,3.0,1,1,1
4211,3.0,1,1,1
4216,3.0,1,1,1
4267,3.0,1,1,1
4286,3.0,1,1,1
3955,3.0,1,1,1
389125,3.0,1,1,1
392617,3.0,1,1,1
54908,3.0,1,1,1
54960,3.0,1,1,1
54984,3.0,1,1,1
55095,3.0,1,1,1
54714,3.0,1,1,1
54806,3.0,1,1,1
54815,3.0,1,1,1
54820,3.0,1,1,1
54507,3.0,1,1,1
54552,3.0,1,1,1
54629,3.0,1,1,1
5361,3.0,1,1,1
54107,3.0,1,1,1
5149,3.0,1,1,1
51562,3.0,1,1,1
51564,3.0,1,1,1
51616,3.0,1,1,1
51720,3.0,1,1,1
51308,3.0,1,1,1
51322,3.0,1,1,1
5148,3.0,1,1,1
51199,3.0,1,1,1
5125,3.0,1,1,1
51132,3.0,1,1,1
51149,3.0,1,1,1
5116,3.0,1,1,1
4969,3.0,1,1,1
50485,3.0,1,1,1
50487,3.0,1,1,1
5076,3.0,1,1,1
4772,3.0,1,1,1
4793,3.0,1,1,1
4795,3.0,1,1,1
4848,3.0,1,1,1
4854,3.0,1,1,1
4863,3.0,1,1,1
4703,3.0,1,1,1
4734,3.0,1,1,1
4739,3.0,1,1,1
4756,3.0,1,1,1
460,3.0,1,1,1
4634,3.0,1,1,1
4653,3.0,1,1,1
4685,3.0,1,1,1
9846,3.0,1,1,1
9878,3.0,1,1,1
9956,3.0,1,1,1
9972,3.0,1,1,1
9734,3.0,1,1,1
9759,3.0,1,1,1
9825,3.0,1,1,1
9712,3.0,1,1,1
972,3.0,1,1,1
9723,3.0,1,1,1
9498,3.0,1,1,1
9500,3.0,1,1,1
9530,3.0,1,1,1
9607,3.0,1,1,1
9611,3.0,1,1,1
10398,3.0,1,1,1
10413,3.0,1,1,1
10501,3.0,1,1,1
10524,3.0,1,1,1
10252,3.0,1,1,1
1026,3.0,1,1,1
1028,3.0,1,1,1
10297,3.0,1,1,1
10318,3.0,1,1,1
10362,3.0,1,1,1
10082,3.0,1,1,1
10133,3.0,1,1,1
10138,3.0,1,1,1
10179,3.0,1,1,1
10220,3.0,1,1,1
10001,3.0,1,1,1
10010,3.0,1,1,1
10018,3.0,1,1,1
94137,2.0,1,1,0
8641,2.0,1,0,1
868,2.0,1,0,1
8694,2.0,1,0,1
8708,2.0,1,1,0
10631,2.0,1,0,1
10723,2.0,1,1,0
10749,2.0,1,0,1
10848,2.0,1,0,1
84988,2.0,1,0,1
8532,2.0,1,1,0
85379,2.0,1,0,1
85453,2.0,1,1,0
8601,2.0,1,0,1
862,2.0,1,0,1
129401,2.0,1,0,1
129804,2.0,1,0,1
84726,2.0,1,0,1
84872,2.0,1,0,1
84901,2.0,1,0,1
84939,2.0,1,0,1
8496,2.0,1,0,1
84969,2.0,1,0,1
126006,2.0,1,0,1
126299,2.0,1,0,1
126526,2.0,1,0,1
126731,2.0,1,1,0
51303,2.0,1,0,1
51599,2.0,1,0,1
51728,2.0,1,0,1
51759,2.0,1,0,1
5218,2.0,1,0,1
51155,2.0,1,0,1
51177,2.0,1,0,1
5118,2.0,1,0,1
51236,2.0,1,0,1
51244,2.0,1,0,1
5126,2.0,1,1,0
51271,2.0,1,0,1
51274,2.0,1,0,1
4917,2.0,1,0,1
5099,2.0,1,0,1
51070,2.0,1,0,1
51129,2.0,1,0,1
51133,2.0,1,0,1
4664,2.0,1,1,0
4682,2.0,1,0,1
4717,2.0,1,0,1
4731,2.0,1,0,1
4744,2.0,1,0,1
4750,2.0,1,1,0
4810,2.0,1,0,1
4885,2.0,1,0,1
400566,2.0,1,0,1
400916,2.0,1,0,1
401466,2.0,1,0,1
403341,2.0,1,0,1
404093,2.0,1,0,1
4062,2.0,1,1,0
55033,2.0,1,0,1
55094,2.0,1,0,1
388272,2.0,1,0,1
54532,2.0,1,0,1
54539,2.0,1,0,1
54751,2.0,1,1,0
54785,2.0,1,0,1
54901,2.0,1,0,1
54906,2.0,1,0,1
550,2.0,1,0,1
55028,2.0,1,0,1
53342,2.0,1,0,1
54434,2.0,1,1,0
54462,2.0,1,0,1
54487,2.0,1,0,1
54510,2.0,1,0,1
345757,2.0,1,0,1
3487,2.0,1,0,1
348980,2.0,1,1,0
3597,2.0,1,0,1
361,2.0,1,1,0
3660,2.0,1,0,1
55957,2.0,1,0,1
55975,2.0,1,0,1
56006,2.0,1,0,1
339302,2.0,1,0,1
339448,2.0,1,0,1
55311,2.0,1,0,1
5546,2.0,1,0,1
55589,2.0,1,0,1
55663,2.0,1,0,1
55727,2.0,1,1,0
55798,2.0,1,0,1
55815,2.0,1,0,1
55906,2.0,1,0,1
4291,2.0,1,0,1
4324,2.0,1,1,0
440073,2.0,1,1,0
55105,2.0,1,0,1
55225,2.0,1,0,1
55228,2.0,1,0,1
552889,2.0,1,0,1
57507,2.0,1,0,1
285672,2.0,1,0,1
2861,2.0,1,0,1
29855,2.0,1,0,1
3007,2.0,1,0,1
57179,2.0,1,0,1
57224,2.0,1,0,1
57333,2.0,1,0,1
57337,2.0,1,0,1
57456,2.0,1,0,1
57479,2.0,1,0,1
56890,2.0,1,1,0
56977,2.0,1,0,1
56987,2.0,1,0,1
57017,2.0,1,0,1
57094,2.0,1,1,0
57109,2.0,1,0,1
3697,2.0,1,0,1
374395,2.0,1,0,1
375449,2.0,1,0,1
387032,2.0,1,0,1
56265,2.0,1,1,0
114984,2.0,1,0,1
116224,2.0,1,1,0
119392,2.0,1,0,1
119587,2.0,1,1,0
123207,2.0,1,0,1
123811,2.0,1,1,0
84327,2.0,1,1,0
84331,2.0,1,0,1
84444,2.0,1,0,1
84530,2.0,1,0,1
84612,2.0,1,0,1
84631,2.0,1,1,0
84668,2.0,1,0,1
84076,2.0,1,0,1
84132,2.0,1,0,1
84138,2.0,1,0,1
84248,2.0,1,0,1
84254,2.0,1,0,1
84260,2.0,1,0,1
84285,2.0,1,0,1
1478,2.0,1,0,1
147965,2.0,1,0,1
83892,2.0,1,0,1
83986,2.0,1,0,1
83987,2.0,1,0,1
84070,2.0,1,0,1
57696,2.0,1,0,1
5806,2.0,1,1,0
58191,2.0,1,0,1
26469,2.0,1,0,1
26586,2.0,1,0,1
2662,2.0,1,1,0
27147,2.0,1,0,1
57602,2.0,1,0,1
57608,2.0,1,1,0
57619,2.0,1,0,1
57620,2.0,1,0,1
57636,2.0,1,0,1
57648,2.0,1,0,1
57683,2.0,1,0,1
333,2.0,1,0,1
57513,2.0,1,0,1
57523,2.0,1,0,1
57575,2.0,1,0,1
57584,2.0,1,0,1
57587,2.0,1,0,1
30812,2.0,1,1,0
30850,2.0,1,0,1
317781,2.0,1,0,1
320,2.0,1,0,1
3263,2.0,1,0,1
3270,2.0,1,0,1
3321,2.0,1,0,1
64111,2.0,1,0,1
24147,2.0,1,1,0
253827,2.0,1,0,1
255231,2.0,1,1,0
255743,2.0,1,1,0
256714,2.0,1,0,1
257415,2.0,1,0,1
60676,2.0,1,0,1
6239,2.0,1,1,0
6320,2.0,1,0,1
63877,2.0,1,0,1
64084,2.0,1,1,0
284018,2.0,1,0,1
284069,2.0,1,0,1
284996,2.0,1,0,1
6002,2.0,1,0,1
6047,2.0,1,0,1
27153,2.0,1,0,1
27237,2.0,1,1,0
27245,2.0,1,0,1
27324,2.0,1,0,1
2824,2.0,1,1,0
283464,2.0,1,0,1
283638,2.0,1,0,1
22794,2.0,1,0,1
22807,2.0,1,0,1
22864,2.0,1,0,1
22983,2.0,1,0,1
22997,2.0,1,0,1
23051,2.0,1,1,0
23102,2.0,1,0,1
64857,2.0,1,0,1
64897,2.0,1,1,0
65009,2.0,1,0,1
65056,2.0,1,0,1
65124,2.0,1,0,1
65265,2.0,1,0,1
221477,2.0,1,0,1
64219,2.0,1,0,1
64375,2.0,1,0,1
64434,2.0,1,0,1
6461,2.0,1,1,0
646960,2.0,1,0,1
25921,2.0,1,0,1
25987,2.0,1,1,0
26017,2.0,1,0,1
26099,2.0,1,0,1
26103,2.0,1,0,1
2619,2.0,1,1,0
64129,2.0,1,1,0
173,2.0,1,0,1
1953,2.0,1,0,1
203069,2.0,1,0,1
2077,2.0,1,0,1
2104,2.0,1,0,1
6769,2.0,1,0,1
6787,2.0,1,0,1
6835,2.0,1,0,1
6906,2.0,1,0,1
6942,2.0,1,0,1
7030,2.0,1,0,1
7041,2.0,1,0,1
23635,2.0,1,0,1
654790,2.0,1,0,1
65983,2.0,1,0,1
66004,2.0,1,1,0
6628,2.0,1,0,1
6666,2.0,1,0,1
6747,2.0,1,0,1
23138,2.0,1,0,1
23208,2.0,1,1,0
23251,2.0,1,1,0
23283,2.0,1,0,1
23331,2.0,1,0,1
23420,2.0,1,0,1
23518,2.0,1,0,1
23528,2.0,1,0,1
140809,2.0,1,0,1
140890,2.0,1,0,1
143884,2.0,1,0,1
146059,2.0,1,0,1
146206,2.0,1,1,0
83786,2.0,1,0,1
136647,2.0,1,0,1
138428,2.0,1,1,0
139231,2.0,1,0,1
140432,2.0,1,0,1
140597,2.0,1,0,1
8263,2.0,1,1,0
8270,2.0,1,0,1
83451,2.0,1,0,1
83546,2.0,1,0,1
83590,2.0,1,0,1
83640,2.0,1,0,1
83707,2.0,1,0,1
81572,2.0,1,0,1
81628,2.0,1,0,1
8165,2.0,1,0,1
81706,2.0,1,1,0
822,2.0,1,0,1
8220,2.0,1,0,1
8233,2.0,1,0,1
150864,2.0,1,0,1
151242,2.0,1,1,0
151647,2.0,1,0,1
151987,2.0,1,0,1
152185,2.0,1,0,1
152485,2.0,1,0,1
7727,2.0,1,0,1
7737,2.0,1,0,1
148223,2.0,1,0,1
149603,2.0,1,0,1
1501,2.0,1,0,1
150383,2.0,1,0,1
7322,2.0,1,0,1
741,2.0,1,0,1
7456,2.0,1,0,1
7554,2.0,1,0,1
219738,2.0,1,0,1
220296,2.0,1,1,0
7092,2.0,1,0,1
7200,2.0,1,0,1
7270,2.0,1,0,1
79948,2.0,1,0,1
80095,2.0,1,0,1
80271,2.0,1,0,1
80274,2.0,1,0,1
80303,2.0,1,0,1
80760,2.0,1,0,1
80774,2.0,1,1,0
80817,2.0,1,0,1
79140,2.0,1,0,1
79159,2.0,1,0,1
79169,2.0,1,0,1
7942,2.0,1,0,1
79596,2.0,1,0,1
79777,2.0,1,0,1
79937,2.0,1,0,1
170954,2.0,1,0,1
79002,2.0,1,0,1
79006,2.0,1,1,0
79047,2.0,1,0,1
79080,2.0,1,0,1
158038,2.0,1,1,0
158931,2.0,1,0,1
159195,2.0,1,0,1
160760,2.0,1,0,1
1636,2.0,1,1,0
165215,2.0,1,0,1
91582,2.0,1,0,1
9289,2.0,1,1,0
93643,2.0,1,0,1
9411,2.0,1,0,1
100131187,2.0,1,0,1
90355,2.0,1,1,0
90378,2.0,1,0,1
90488,2.0,1,0,1
90861,2.0,1,0,1
91050,2.0,1,0,1
91289,2.0,1,0,1
9139,2.0,1,0,1
114787,2.0,1,0,1
114908,2.0,1,0,1
8897,2.0,1,0,1
89796,2.0,1,0,1
89884,2.0,1,0,1
10849,2.0,1,0,1
11129,2.0,1,0,1
1113,2.0,1,1,0
11269,2.0,1,0,1
11276,2.0,1,0,1
113146,2.0,1,0,1
9811,2.0,1,0,1
9813,2.0,1,0,1
9854,2.0,1,0,1
9857,2.0,1,0,1
9989,2.0,1,0,1
4501,2.0,1,0,1
4661,2.0,1,1,0
9620,2.0,1,1,0
9640,2.0,1,0,1
9686,2.0,1,0,1
9724,2.0,1,0,1
9760,2.0,1,0,1
9804,2.0,1,0,1
10379,2.0,1,0,1
1039,2.0,1,0,1
10489,2.0,1,0,1
10529,2.0,1,1,0
9478,2.0,1,0,1
9541,2.0,1,0,1
9547,2.0,1,0,1
100131755,2.0,1,0,1
100507290,2.0,1,0,1
10067,2.0,1,0,1
10078,2.0,1,0,1
10101,2.0,1,0,1
10150,2.0,1,0,1
10282,2.0,1,0,1
85463,1.0,1,0,0
100505573,1.0,1,0,0
388695,1.0,1,0,0
388722,1.0,1,0,0
400793,1.0,1,0,0
401474,1.0,1,0,0
4900,1.0,1,0,0
5098,1.0,1,0,0
5101,1.0,1,0,0
51286,1.0,1,0,0
90843,1.0,1,0,0
92482,1.0,1,0,0
93622,1.0,1,0,0
94031,1.0,1,0,0
1611,1.0,1,0,0
163126,1.0,1,0,0
7799,1.0,1,0,0
79004,1.0,1,0,0
79005,1.0,1,0,0
79870,1.0,1,0,0
220965,1.0,1,0,0
7145,1.0,1,0,0
728276,1.0,1,0,0
728568,1.0,1,0,0
7617,1.0,1,0,0
768206,1.0,1,0,0
770,1.0,1,0,0
7739,1.0,1,0,0
150275,1.0,1,0,0
157695,1.0,1,0,0
157697,1.0,1,0,0
81558,1.0,1,0,0
83636,1.0,1,0,0
134637,1.0,1,0,0
140606,1.0,1,0,0
140733,1.0,1,0,0
143282,1.0,1,0,0
146542,1.0,1,0,0
23627,1.0,1,0,0
6764,1.0,1,0,0
192668,1.0,1,0,0
201191,1.0,1,0,0
219654,1.0,1,0,0
25901,1.0,1,0,0
64285,1.0,1,0,0
64388,1.0,1,0,0
644096,1.0,1,0,0
6529,1.0,1,0,0
22986,1.0,1,0,0
27291,1.0,1,0,0
283951,1.0,1,0,0
284615,1.0,1,0,0
58527,1.0,1,0,0
63905,1.0,1,0,0
63906,1.0,1,0,0
64097,1.0,1,0,0
255057,1.0,1,0,0
3166,1.0,1,0,0
57509,1.0,1,0,0
57512,1.0,1,0,0
57624,1.0,1,0,0
2687,1.0,1,0,0
147339,1.0,1,0,0
148113,1.0,1,0,0
84270,1.0,1,0,0
114928,1.0,1,0,0
118472,1.0,1,0,0
124045,1.0,1,0,0
388115,1.0,1,0,0
5662,1.0,1,0,0
56849,1.0,1,0,0
57035,1.0,1,0,0
57150,1.0,1,0,0
57184,1.0,1,0,0
57468,1.0,1,0,0
285368,1.0,1,0,0
29903,1.0,1,0,0
3046,1.0,1,0,0
55111,1.0,1,0,0
56100,1.0,1,0,0
56181,1.0,1,0,0
340277,1.0,1,0,0
340527,1.0,1,0,0
348801,1.0,1,0,0
53822,1.0,1,0,0
53826,1.0,1,0,0
54102,1.0,1,0,0
388284,1.0,1,0,0
388341,1.0,1,0,0
388588,1.0,1,0,0
51315,1.0,1,0,0
51335,1.0,1,0,0
124565,1.0,1,0,0
124641,1.0,1,0,0
125704,1.0,1,0,0
129138,1.0,1,0,0
8510,1.0,1,0,0
105372481,1.0,1,0,0
9705,1.0,1,0,0
9745,1.0,1,0,0
9843,1.0,1,0,0
11278,1.0,1,0,0
113263,1.0,1,0,0
114800,1.0,1,0,0
8926,1.0,1,0,0
90187,1.0,1,0,0
