"name","Gene","ID","p.val","p.adj","ratio"
"ABCA3","ABCA3","Q99758",0.00307726954262752,0.00838356432755927,1.55
"ABCB10","ABCB10","Q9NRK6",0.0162704013997512,0.0317249178455905,0.703
"ABCB6","ABCB6","Q9NP58",0.39436502451626,0.466252068497559,-0.785
"ABHD5","ABHD5","Q8WTS1",0.0778391457968527,0.118123545346694,-1.62
"ACE2","ACE2","Q9BYF1",0.371958683481842,0.444461912610651,1.54
"ACOT13","ACOT13","Q9NPJ3",0.0329387572453322,0.0566141484235914,-0.44
"ACTMAP","ACTMAP","Q5BKX5",8.93661596333848e-13,5.99423515740928e-10,3.53
"ADAM9","ADAM9","Q13443",0.0985717241240397,0.143941184229753,-0.41
"ADAMTS1","ADAMTS1","Q9UHI8",0.377382552306938,0.449342036023454,0.151
"ADD1","ADD1","P35611",0.00643899130524072,0.01503988421819,0.403
"ADGRG6","ADGRG6","Q86SQ4",0.440697424515198,0.511857657997522,-0.793
"AGA","AGA","P20933",0.00463788920531708,0.0115217192017275,-1.57
"AHDC1","AHDC1","Q5TGY3",0.552718689792001,0.619873587032996,-0.126
"AIFM2","AIFM2","Q9BRQ8",0.0414987872217016,0.0688992859627632,-2.17
"AIRIM","AIRIM","Q9NX04",0.0139845872141155,0.028072896547081,-1.15
"AKAP7","AKAP7","Q9P0M2",0.144829370736208,0.198760716974551,-2.44
"AKIRIN2","AKIRIN2","Q53H80",2.86177219948578e-05,0.000431460986843938,-1.81
"ALDH18A1","ALDH18A1","P54886",0.00434302291264125,0.010917236547111,1.15
"ALDH1L2","ALDH1L2","Q3SY69",0.819790489971977,0.856168892407479,0.0383
"ALG1","ALG1","Q9BT22",6.45688329379119e-09,5.58832834749735e-07,2.9
"ALKBH8","ALKBH8","Q96BT7",0.15547634064962,0.211568734723379,2.44
"AMFR","AMFR","Q9UKV5",0.0462504930281656,0.0756185696493408,0.352
"AMMECR1","AMMECR1","Q9Y4X0",3.17888612547826e-07,1.56974567018249e-05,5.46
"AMOT","AMOT","Q4VCS5",0.0262347721038232,0.046914836850405,-0.62
"AMOTL1","AMOTL1","Q8IY63",0.266308620577067,0.335238987648548,-0.254
"ANAPC16","ANAPC16","Q96DE5",2.13611109265595e-10,4.09370432971137e-08,2.75
"ANAPC4","ANAPC4","Q9UJX5",1.68839652897189e-10,3.39747591542369e-08,2.3
"ANGEL1","ANGEL1","Q9UNK9",0.00578162027559251,0.0137966977759396,2.12
"ANKLE2","ANKLE2","Q86XL3",0.70057916979707,0.752062114923529,0.0767
"ANXA4","ANXA4","P09525",0.249900781739558,0.317614304787889,0.177
"APLP1","APLP1","P51693",0.558236621097672,0.625066164807421,-0.599
"APLP2","APLP2","Q06481",0.0161313194979544,0.0315224546343857,-0.786
"APOA1","APOA1","P02647",0.00476382129960655,0.0117800299970916,-0.954
"APOC3","APOC3","P02656",0.140203253222882,0.193334929791156,-0.892
"APOE","APOE","P02649",0.00175687899885287,0.00548956485317031,-1.1
"APOH","APOH","P02749",0.0268517006879932,0.0478162254065613,-1.79
"APP","APP","P05067",0.00632510616924457,0.0148211876437408,-0.824
"ARB2A","ARB2A","Q8WUF8",1.57063809980815e-08,1.23941824170155e-06,2.65
"ARF3","ARF3","P61204",0.185423645922527,0.246242357041812,-2.05
"ARL5B","ARL5B","Q96KC2",0.101787828257644,0.147646464163953,-1.81
"ARL6IP1","ARL6IP1","Q15041",0.0474373683885289,0.0771984185522178,0.841
"ARMC7","ARMC7","Q9H6L4",0.055755305033555,0.0885680778004903,1
"ART5","ART5","Q96L15",0.93063126475885,0.947703827181679,0.02
"ASPRV1","ASPRV1","Q53RT3",0.591340371885889,0.656057705487184,-0.687
"ATAD5","ATAD5","Q96QE3",0.000813344946701878,0.00315138916732097,-0.699
"ATF3","ATF3","P18847",4.18868895144955e-05,0.000529034445453003,-1.79
"ATF4","ATF4","P18848",0.00336753545115197,0.00895154981714736,-1.58
"ATP5MK","ATP5MK","Q96IX5",0.00726081846523289,0.0165231348110431,-0.662
"ATP6V0D2","ATP6V0D2","Q8N8Y2",0.0736166352413545,0.112543266297752,-1.15
"ATP6V1D","ATP6V1D","Q9Y5K8",0.000326382331258258,0.00169377910012748,-0.592
"ATR","ATR","Q13535",5.15142098107013e-13,3.7694352251485e-10,6.6
"B3GALNT2","B3GALNT2","Q8NCR0",0.00567537921353498,0.0135759985275323,4.14
"B4GALT5","B4GALT5","O43286",0.0720843745300751,0.110473558757154,0.63
"B4GALT6","B4GALT6","Q9UBX8",0.465058721368262,0.535899448574537,0.437
"B9D1","B9D1","Q9UPM9",4.03904344916248e-08,2.75510684087363e-06,4.59
"BACE1","BACE1","P56817",0.0199830646974833,0.0375803008761783,-1.64
"BCL2L12","BCL2L12","Q9HB09",4.57561463419738e-08,3.01878050743071e-06,4.85
"BCOR","BCOR","Q6W2J9",0.0706282063856007,0.108655663837481,-0.35
"BIRC2","BIRC2","Q13490",0.37361790043719,0.44591495857339,-0.305
"BLM","BLM","P54132",0.00150441547186067,0.00492838426251791,-0.542
"BLOC1S4","BLOC1S4","Q9NUP1",1.3497960135927e-05,0.000275050838314117,-1.38
"BMP2","BMP2","P12643",0.129911405033222,0.181223032775113,-2.07
"BMP4","BMP4","P12644",0.0436132253900628,0.072023564046905,-1.76
"BMPR2","BMPR2","Q13873",0.00644552430566499,0.0150464110024065,3.61
"BNIP3","BNIP3","Q12983",0.000819561771231735,0.00316234549215927,3.81
"BOD1","BOD1","Q96IK1",0.00911930154298994,0.0199070832705275,-1.32
"BORCS6","BORCS6","Q96GS4",0.108077638970374,0.155397941867726,-0.406
"BPGM","BPGM","P07738",1.32388042331188e-11,5.2701349194092e-09,-2.97
"BPNT2","BPNT2","Q9NX62",0.240488607834369,0.307937130839776,0.268
"BRI3","BRI3","O95415",0.761241010850034,0.805379895417762,-0.184
"BRI3BP","BRI3BP","Q8WY22",0.00017434187844969,0.00116454587522121,0.71
"BRWD3","BRWD3","Q6RI45",4.60890757430317e-05,0.000558538207788839,-1.1
"BTBD9","BTBD9","Q96Q07",0.88602264057957,0.910222876072107,-0.27
"BTN2A3P","BTN2A3P","Q96KV6",0.705107716496302,0.755814623795277,0.696
"C1orf159","C1orf159","Q96HA4",0.5079248327868,0.577441663714824,-0.671
"C1orf198","C1orf198","Q9H425",0.00371063904665847,0.00964694240521771,-0.826
"C2CD2L","C2CD2L","O14523",0.760764268129614,0.805179696801481,-0.102
"C4A","C4A","P0C0L4",2.41744394405704e-07,1.26350690296851e-05,7.34
"C4BPA","C4BPA","P04003",0.362157972472803,0.434751606328649,-0.743
"C6orf89","C6orf89","Q6UWU4",1.88463281521055e-12,9.48088095601856e-10,4.61
"C8orf88","C8orf88","P0DMB2",0.000338605040811307,0.00173153238468247,-4.85
"C9orf72","C9orf72","Q96LT7",0.726308734722376,0.774825580620332,0.646
"CABIN1","CABIN1","Q9Y6J0",1.88059780039132e-11,6.3070548730624e-09,3.43
"CALCOCO2","CALCOCO2","Q13137",0.00506141059503946,0.0123827640971041,0.907
"CAMKK1","CAMKK1","Q8N5S9",0.00848419589533561,0.0187453452543388,-0.666
"CARMIL2","CARMIL2","Q6F5E8",1.66545622663704e-05,0.000308876893276534,-1.87
"CASTOR2","CASTOR2","A6NHX0",2.06072197327205e-06,7.21163094037685e-05,2.87
"CBY1","CBY1","Q9Y3M2",0.0112254368894545,0.0235356971928157,-0.926
"CCDC106","CCDC106","Q9BWC9",1.43727452175929e-05,0.000283925943081447,-1.27
"CCDC120","CCDC120","Q96HB5",0.608866074870918,0.671705460065244,-0.469
"CCDC138","CCDC138","Q96M89",0.101593818122754,0.147477532791192,2.29
"CCDC158","CCDC158","Q5M9N0",5.27488167913282e-10,7.58170047059644e-08,4.7
"CCDC18","CCDC18","Q5T9S5",0.546970970019174,0.614712278369776,-0.235
